V1005,year,cluster_label
44531903353012565689,2016,0
44546803197857563685,2016,2
44551608395379564564,2016,0
44553958383423564512,2016,3
44556825355346564521,2016,3
44566833020333563885,2016,2
44591665393394564964,2016,3
44594665527390564921,2016,1
44721392494427564453,2016,1
44721615416014564464,2016,3
44734603025945563653,2016,0
44761958161618564589,2016,2
44761958161618564589,2016,0
44824608166677563621,2016,1
44873515023233563276,2016,1
44874633523294563221,2016,3
44883984354531563812,2016,1
44883984684535563812,2016,0
44884699024515563853,2016,0
44981625193488564585,2016,1
44986825393488564585,2016,0
46074625353485564533,2016,3
46076865462726564558,2016,0
46091658392327565903,2016,3
46091999680418565908,2016,1
46111308464512563815,2016,0
46140215134881564465,2016,0
46141633411279564403,2016,0
46303558496970564525,2016,3
46431308028528563415,2016,1
46470284133778563265,2016,0
46471684393218563203,2016,0
46471999163242563208,2016,3
46473965163767563292,2016,2
46511325828203564915,2016,0
46531333410703565615,2016,0
46603915529216564492,2016,0
46623592418264564925,2016,3
46623925358081564992,2016,0
46624665687063564933,2016,2
46636815364533563858,2016,0
46670233165957563665,2016,0
46701608460261563603,2016,0
46710208165191563665,2016,0
46784665138217564933,2016,0
46790284133032565665,2016,0
46794699353865565633,2016,3
46796892197658565658,2016,2
46861958163615568208,2016,0
46865284414098568299,2016,0
46965233412568565699,2016,1
48023525391950564976,2016,0
48025265198230564974,2016,1
48134603044517563821,2016,2
48164184356862565657,2016,0
48331308396689563653,2016,0
48354692685812563421,2016,0
48354692685812563421,2016,3
48391303023981564453,2016,2
48411384023650568253,2016,0
48425258024659568274,2016,2
48520284685280563294,2016,0
48525299467492583274,2016,3
48584603524583563821,2016,1
48685258243453584574,2016,0
55003984453606568292,2016,0
55006865366133568258,2016,1
55040265564652568265,2016,1
55041358594692568215,2016,0
55041984459328568208,2016,1
55221933520092585908,2016,1
55261699498718563203,2016,0
55263584395254563225,2016,0
55264199169163563284,2016,0
55420225359333568265,2016,1
55424684688376568233,2016,3
55501625461034583403,2016,1
55601915343904564408,2016,2
55673999320235563692,2016,0
55690299347678565665,2016,3
55753592395667563425,2016,1
55774608388139563833,2016,0
55780292352175564965,2016,1
55781325442145564915,2016,0
55783592827064564925,2016,0
55783965457318564992,2016,3
60071658022796564564,2016,0
60090233134937565994,2016,1
60095258022938565974,2016,1
60111384166403563894,2016,0
60114115353147563857,2016,0
60146892029547564485,2016,2
60273933353875565612,2016,0
60283915523949564412,2016,3
60291665196592568264,2016,1
60401384460834565953,2016,0
60404199350836565957,2016,0
60430225166387563494,2016,1
60430299418584563474,2016,0
60433525191137563476,2016,3
60433992527708563412,2016,0
60434192135684563457,2016,2
60470299525220563294,2016,3
60471399394750563253,2016,3
60471992357427563289,2016,1
60473915467467563285,2016,0
60474184688747563257,2016,1
60476884415291563285,2016,3
60550258327973564594,2016,0
60626825417319564985,2016,0
60626892467067564985,2016,2
60710208325920563694,2016,0
60714103560251563657,2016,0
60791903522527565689,2016,2
60853515442075563876,2016,3
60853915355008563812,2016,3
60860258166152568294,2016,2
60861958522214568289,2016,0
60864184524040568257,2016,1
60864658162258568221,2016,3
60881608463506563864,2016,1
60943933452923565912,2016,0
60974692688228564921,2016,2
61061903562512565608,2016,2
61076865397962564558,2016,1
61096899414224565958,2016,0
61141392824415564415,2016,2
61171315024303563815,2016,0
61176815196459563858,2016,2
61204625528895563433,2016,3
61220233138603565965,2016,0
61271633029014565603,2016,2
61276858135556565658,2016,0
61431625391709563403,2016,1
61476899419926563258,2016,1
61713903139750563692,2016,2
61781692411976564903,2016,0
61860265566187568265,2016,0
61881603493527563803,2016,3
61884108383559563884,2016,0
61885203363546563899,2016,3
61935284464177565999,2016,2
61983565463435564525,2016,1
65041665843665568203,2016,3
65044625323685568233,2016,3
65200208561759563465,2016,0
65203525596300563425,2016,0
65203992165867563492,2016,1
65213908355171563692,2016,3
65243599125254563225,2016,2
65271633363861565603,2016,0
65273503192580565625,2016,3
65273999453835565692,2016,3
65275203195540565699,2016,2
65275299822578565699,2016,3
65281992689201564408,2016,3
65301658392755564503,2016,0
65481615396046564403,2016,1
65511925681918564908,2016,1
65531903139076565608,2016,0
65661692932127564903,2016,3
65663925998280564992,2016,1
65693984156800565692,2016,3
65723992324423564492,2016,3
65734103525926563684,2016,3
65753515025899563425,2016,0
65755208365678563499,2016,3
65853508194599563825,2016,1
65884115356488563884,2016,0
65894684166548568233,2016,0
65895258466102568299,2016,1
65901358330686564515,2016,3
65901665493453564503,2016,2
65940233520031565965,2016,2
65941933340869565908,2016,3
65943533462975565925,2016,1
65946899394211565958,2016,2
65970215568233564965,2016,0
68070265681626564565,2016,1
68071358391843564515,2016,0
68093558392389565925,2016,0
68113515460364563825,2016,0
68126808391421564458,2016,2
68141615029596564403,2016,2
68210203356219563665,2016,1
68233584444664568225,2016,0
68316825597780563458,2016,0
68431903688816563408,2016,0
68434633526394563433,2016,1
68436815466356563458,2016,0
68471384398723563215,2016,0
68621325397089564915,2016,0
68623903357353564992,2016,0
68624608527007564933,2016,0
68644615161128563433,2016,0
68714684525146563633,2016,0
68860284166154568265,2016,1
72003592190933568276,2016,0
72004684356194568221,2016,3
72011358190604564553,2016,0
72011358591869564553,2016,2
72041384024660568253,2016,0
72044684389411568221,2016,2
72051625466793564964,2016,1
72101615196415583864,2016,1
72244684387468563221,2016,2
72246825192410563285,2016,0
72260299385266583294,2016,3
72264684525288563221,2016,3
72360233350450565994,2016,0
72455292491346563474,2016,0
72481315461253564453,2016,3
72481615591236564464,2016,3
72485292449559564474,2016,1
72546808415967563685,2016,2
72603515199574564476,2016,0
72606892394474564485,2016,3
72660215563333564994,2016,3
72661925681918564989,2016,1
72671908165715583689,2016,3
72674608527883563621,2016,3
72696815199063565685,2016,2
72753925561080563412,2016,3
72771615462036563864,2016,2
72771615490334583864,2016,1
72771933687572563889,2016,0
72773599397537563876,2016,1
72774108164578563857,2016,0
72774115343537563857,2016,0
72774615523561563821,2016,3
72775215447590563874,2016,0
72775225467583563874,2016,3
72781365198200564953,2016,2
72783565028274564976,2016,0
72784165685409564957,2016,1
72810292351754563494,2016,3
72815225496377563474,2016,0
72815233411157563474,2016,1
72831999684104565989,2016,3
72834199564184565957,2016,0
72834699324190565921,2016,1
72906815196973564585,2016,3
72931699492336565964,2016,0
72933933132389565912,2016,2
72965203493051565674,2016,0
76184133520711565684,2016,0
76314192528885563484,2016,0
76323965342682563292,2016,0
76331633418465563603,2016,0
76331908346672563608,2016,0
76376884199980563258,2016,3
76381658361576564503,2016,0
76383558190603564525,2016,0
76383565466989564525,2016,3
76443515366029564425,2016,0
76491958350916568208,2016,0
76495258599368568299,2016,2
76583508413580563825,2016,0
76584115342010583884,2016,1
76591965323376564908,2016,0
76595265397388564999,2016,0
76610284584971565965,2016,0
76635233823184563899,2016,3
76651633410890565903,2016,0
76843965168082564992,2016,2
76951603022869564403,2016,3
76953515461219564425,2016,0
83021365393314564915,2016,0
83163984357696565692,2016,3
83191399195718563615,2016,0
83193533197873563625,2016,3
83193933485953563692,2016,0
83355225025677563499,2016,1
83684625521663564533,2016,2
83686825415319564558,2016,2
83921692393930564403,2016,1
83935233464157565999,2016,0
88012535953042292893,2016,1
88013407479542293793,2016,2
88018698911620292853,2016,0
88052222306353299320,2016,0
88072651434382298828,2016,0
88077551913037292837,2016,1
88229925780929298229,2016,0
88272678430682292028,2016,1
88320550631337299337,2016,1
88322541060942298293,2016,0
88383281436829292929,2016,0
88389201434593295342,2016,0
88391478474528295382,2016,0
88400501631937294237,2016,2
88409835066542292093,2016,0
88575948959129292929,2016,2
88594034914737290437,2016,1
88720178956393299342,2016,0
88726641451342299393,2016,3
88855733938904328888,2016,2
88905639457182298828,2016,0
88906100061929294229,2016,3
88907505091937294237,2016,0
88908470634320298853,2016,3
90011365461631564515,2016,2
90176815024537563858,2016,1
90301958521623564508,2016,1
90516825398219564958,2016,3
90724192354494564484,2016,1
92050265353373564994,2016,3
92066833199862565685,2016,0
92121692023992564464,2016,0
92121915683929564489,2016,0
92124199383965564457,2016,2
92124615563990564421,2016,0
92204615345825563421,2016,0
92210208359750563694,2016,1
92210208565751563694,2016,3
92226833444962565985,2016,1
92234158684010568257,2016,1
92271603827676565664,2016,2
92291358820918568253,2016,2
92296858490913568285,2016,0
92374184165274563257,2016,0
92401933320838585989,2016,0
92401999384241565989,2016,0
92485284843902564474,2016,0
92536803393891565685,2016,1
92574603451938564921,2016,0
92575265466756564974,2016,3
92646825398873563485,2016,1
92661665443328564964,2016,1
92665265026722564974,2016,0
92681965521579564589,2016,0
92691333412596565653,2016,3
92691633462540565664,2016,0
92691692926814565664,2016,0
92693584656821565676,2016,2
92701908138415563689,2016,0
92723592494480564476,2016,3
92740284163284563294,2016,0
92741658394794563264,2016,0
92743584393704563276,2016,2
92746899593288563285,2016,0
92751325087703563453,2016,1
92760265383481564594,2016,1
92765258443488564574,2016,1
92771315947595563853,2016,0
92775215784357563874,2016,0
92806808080256563685,2016,1
92806899825973563685,2016,1
92830233160491565994,2016,3
92851633443560563864,2016,1
92853908134567563812,2016,0
92874199565226563257,2016,0
92876858823247563285,2016,0
92884615453555563821,2016,0
92895258024077568274,2016,3
92901958139698564589,2016,1
92946833392384565985,2016,0
92975215828225564974,2016,0
92980258359605564594,2016,2
92986858497947564585,2016,0
93071325191696564515,2016,0
93071365466935564515,2016,0
93071665196912564503,2016,0
93074115162765564584,2016,3
93074165351802564584,2016,1
93093965468973565958,2016,0
93095265418988565999,2016,2
93113915527520563892,2016,2
93201325461306563415,2016,3
93221333828682585915,2016,1
93224133388678565984,2016,1
93325299399955563299,2016,0
93401399390895565915,2016,2
93433592418880563425,2016,1
93434103528561563484,2016,3
93434192356322563484,2016,1
93475299417455583299,2016,3
93543508410287563625,2016,2
93573565447304564925,2016,1
93575265367309564999,2016,0
93620233412113564999,2016,1
93621615197092564903,2016,2
93621665418279564903,2016,3
93621965192131564925,2016,2
93624625137336564933,2016,2
93713908465726563658,2016,1
93761365592779564515,2016,1
93790299689033565665,2016,0
93791933136892565608,2016,3
93795284199030565699,2016,0
93860284166173568265,2016,2
93863584393624568225,2016,3
93863584393624568225,2016,1
93974165353362564984,2016,0
93986865463497564558,2016,2
94034625381376563433,2016,2
94153558417667565625,2016,1
94153903163029565692,2016,0
94153903456833565692,2016,1
94230258456135568265,2016,0
94231965253660568208,2016,0
94231984033690568208,2016,1
94251658025360564503,2016,1
94253958521681564592,2016,1
94304158521563564584,2016,3
94343503413043565625,2016,0
94343503413043565625,2016,3
94343533197608565625,2016,0
94345203463090565699,2016,1
94361384398981565915,2016,0
94364633160093565933,2016,0
94373599024754563225,2016,3
94381658829612564503,2016,0
94453925168518563492,2016,1
94456825391051563458,2016,1
94456892191133563458,2016,3
94494658689460568233,2016,0
94510265357151564965,2016,2
94513525197373564925,2016,1
94564103526499563884,2016,1
94593565442154564925,2016,1
94594165565466564984,2016,0
94613999454282565992,2016,0
94650233520464565965,2016,2
94655233460862565999,2016,1
94656899028980565958,2016,3
94824699685785563633,2016,1
94825208825965563699,2016,0
94844665687398564933,2016,0
94921692193955564403,2016,2
94923992681420564492,2016,1
94924192524474564484,2016,1
94953592419203564425,2016,0
94990299459932563265,2016,0
94993965527482563292,2016,0
94995299418711563299,2016,0
95011365195344564553,2016,1
95070265383497564594,2016,0
95073533441874564576,2016,0
95091333822331565953,2016,0
95101608396416563864,2016,0
95105208026494563874,2016,2
95141392366031564453,2016,2
95183599416821565676,2016,3
95281615394461564464,2016,0
95284115343922564457,2016,1
95296884494617568285,2016,2
95314692131388563421,2016,3
95374684135261563221,2016,2
95406833490866565985,2016,3
95431392466316563453,2016,2
95436833826354563485,2016,1
95471684443776563264,2016,0
95474684164798563221,2016,1
95475258194736563274,2016,0
95503925351164563412,2016,0
95545208026698563674,2016,0
95620265528057564994,2016,1
95625233367030564974,2016,1
95710208526626563694,2016,3
95711384595131563653,2016,3
95711392595144563653,2016,0
95730203135199563694,2016,2
95735203396205563674,2016,1
95736803415919563685,2016,0
95860225386554568294,2016,0
95864684348372568221,2016,1
95866884416570568285,2016,0
95871399022444563253,2016,1
95871658393218563264,2016,0
95871684413709563264,2016,0
95934184164197565957,2016,3
95964133166885565657,2016,1
98121303419272564415,2016,2
98213558417808563625,2016,3
98311392021748563415,2016,2
98376884412652563258,2016,1
98530233562582565665,2016,1
98534699523872565633,2016,3
98574192356762564984,2016,3
98576815393367564958,2016,0
98633508395052563825,2016,3
98633915353567563892,2016,1
98640208565866563465,2016,2
98643508198889563425,2016,3
98644633131090563433,2016,3
98646815825856563458,2016,1
98646858411059563458,2016,0
98701908526604563608,2016,0
98701908526604563608,2016,0
98704108135737563684,2016,3
98740265325259563265,2016,2
98744158528777563284,2016,3
98746815022659563258,2016,1
98773908383580563892,2016,0
98894665454660568233,2016,0
98901658361695564503,2016,0
98941333134986565915,2016,0
98943525460067565925,2016,0
98943984344119565992,2016,1
02071965133498564549,2019,1
02071984685390564549,2019,0
02093533460864565938,2019,3
02094108168910565959,2019,3
02111315397506563834,2019,3
02111608023130563845,2019,3
02114608682046563882,2019,1
02114633526411563882,2019,0
02115215412062563832,2019,3
02116833193182563856,2019,2
02143908351271564444,2019,0
02143908351271564444,2019,0
02145299461293564432,2019,0
02146825191288564456,2019,1
02146858191284564456,2019,1
02264658683256563282,2019,2
02531933520753565649,2019,2
02601615393972564445,2019,3
02611333824950565934,2019,1
02621625398269564945,2019,2
02626825418232564956,2019,0
02674108358409563659,2019,1
02716803199777563656,2019,0
02716803199777563656,2019,0
02716808418433563656,2019,3
02716858195777563656,2019,2
02716858195777563656,2019,2
02861658193676568245,2019,2
02861984138389568249,2019,0
02863525399400568238,2019,1
02931633194990565945,2019,0
05005292410990568232,2019,0
05013965561849564544,2019,3
05015258361890564532,2019,0
05016858190663564556,2019,0
05106815593588563856,2019,2
05241615412440563245,2019,3
05453525198589563438,2019,1
05481315391239564434,2019,0
05483558394823564438,2019,0
05600292527262564436,2019,0
05601692464495564445,2019,3
05604699681428564482,2019,1
05661925166789564949,2019,1
05666865198092584956,2019,3
05690203680187565636,2019,0
05751925386318563449,2019,0
05753599397703563438,2019,3
